lncRNA_ID,lncRNA_Class,mRNA_ID
STRG.1415.1,overlapping,XR_003471822.1
STRG.1416.1,intronic,XM_027332301.1
STRG.1417.1,overlapping,XR_189489.3
STRG.1418.1,overlapping,XR_003471812.1
STRG.1418.1,overlapping,XR_001143471.2
STRG.1418.1,overlapping,XR_003471813.1
STRG.1418.2,overlapping,XR_003471812.1
STRG.1418.2,overlapping,XR_001143471.2
STRG.1418.2,overlapping,XR_003471813.1
STRG.1419.1,intronic,XM_027332453.1
STRG.1419.1,intronic,XM_027332455.1
STRG.1419.1,intronic,XM_027332445.1
STRG.1419.1,intronic,XM_027332450.1
STRG.1419.1,intronic,XM_027332451.1
STRG.1419.1,intronic,XM_027332447.1
STRG.1419.1,intronic,XM_027332452.1
STRG.1419.1,intronic,XM_027332446.1
STRG.1419.1,intronic,XM_027332449.1
STRG.1419.1,intronic,XM_027332454.1
STRG.142.1,antisense,XM_004486384.3
STRG.142.1,antisense,XM_004486385.3
STRG.1422.1,intronic,XR_003471798.1
STRG.1423.1,overlapping,XR_003471794.1
STRG.1423.1,overlapping,XR_003471795.1
STRG.1424.1,intronic,XR_003471766.1
STRG.1426.1,intronic,XM_004492110.3
STRG.1427.1,intronic,XM_004492121.3
STRG.1427.1,intronic,XM_027333082.1
STRG.1428.1,antisense,XM_027333005.1
STRG.1428.1,antisense,XM_027333006.1
STRG.1428.1,antisense,XM_004492114.3
STRG.1429.1,intronic,XR_003472057.1
STRG.1429.1,intronic,XR_003472056.1
STRG.143.1,antisense,XM_027336313.1
STRG.1430.1,overlapping,XR_003471836.1
STRG.1432.1,overlapping,XM_004492118.3
STRG.1433.1,overlapping,XM_004492119.3
STRG.1434.1,overlapping,XR_001143474.2
STRG.1435.1,intronic,XM_027332867.1
STRG.1436.1,overlapping,XR_003472043.1
STRG.1437.1,intronic,XM_004492125.3
STRG.1438.1,overlapping,XR_003472137.1
STRG.1438.1,overlapping,XR_003472134.1
STRG.1438.1,overlapping,XR_003472114.1
STRG.1438.1,overlapping,XR_003472138.1
STRG.1438.1,overlapping,XR_003472118.1
STRG.1438.1,overlapping,XR_003472116.1
STRG.1438.1,overlapping,XR_003472135.1
STRG.1438.1,overlapping,XR_003472133.1
STRG.1438.1,overlapping,XM_027332801.1
STRG.1438.1,overlapping,XM_027332800.1
STRG.1438.1,overlapping,XR_003471984.1
STRG.1438.1,overlapping,XR_001143481.2
STRG.1438.1,overlapping,XR_003472140.1
STRG.1438.1,overlapping,XR_003472136.1
STRG.1438.1,overlapping,XR_003471983.1
STRG.1438.2,overlapping,XR_003472135.1
STRG.1438.2,overlapping,XR_001143481.2
STRG.1438.2,overlapping,XR_003471984.1
STRG.1438.2,overlapping,XR_003471983.1
STRG.1438.2,overlapping,XM_027332800.1
STRG.1438.2,overlapping,XM_027332801.1
STRG.1438.2,overlapping,XR_003472140.1
STRG.1438.2,overlapping,XR_003472133.1
STRG.1438.2,overlapping,XR_003472134.1
STRG.1438.2,overlapping,XR_003472138.1
STRG.1438.2,overlapping,XR_003472114.1
STRG.1438.2,overlapping,XR_003472137.1
STRG.1438.2,overlapping,XR_003472118.1
STRG.1438.2,overlapping,XR_003472116.1
STRG.1438.2,overlapping,XR_003472136.1
STRG.1439.1,overlapping,XR_003471850.1
STRG.1439.1,overlapping,XM_004492130.3
STRG.144.1,overlapping,XR_003471149.1
STRG.1440.1,intronic,XR_189496.2
STRG.1441.1,intronic,XR_003471775.1
STRG.1442.1,overlapping,XR_003472036.1
STRG.1443.1,overlapping,XR_003471747.1
STRG.1443.1,overlapping,XM_004492148.3
STRG.1443.1,overlapping,XR_003471748.1
STRG.1443.1,overlapping,XM_027332253.1
STRG.1443.1,overlapping,XM_027332251.1
STRG.1443.1,overlapping,XM_027332255.1
STRG.1443.1,overlapping,XM_027332249.1
STRG.1443.1,overlapping,XM_027332252.1
STRG.1443.1,overlapping,XM_027332250.1
STRG.1443.1,overlapping,XM_012713502.2
STRG.1443.1,overlapping,XM_027332254.1
STRG.1443.1,overlapping,XM_012713501.2
STRG.1443.1,overlapping,XR_001143483.2
STRG.1443.1,overlapping,XR_003471746.1
STRG.1443.1,overlapping,XR_001143484.2
STRG.1443.1,overlapping,XM_012713503.2
STRG.1444.1,overlapping,XM_027332510.1
STRG.1445.1,overlapping,XM_027332973.1
STRG.1445.1,overlapping,XM_012713496.2
STRG.1445.1,overlapping,XM_027332972.1
STRG.1445.1,overlapping,XM_012713498.2
STRG.1445.1,overlapping,XM_027332870.1
STRG.1445.1,overlapping,XM_012713499.2
STRG.1445.1,overlapping,XM_012713497.2
STRG.1445.1,overlapping,XM_012713494.2
STRG.1445.1,overlapping,XM_012713495.2
STRG.1445.1,overlapping,XM_027332974.1
STRG.1445.2,overlapping,XM_012713496.2
STRG.1445.2,overlapping,XM_027332973.1
STRG.1445.2,overlapping,XM_027332972.1
STRG.1445.2,overlapping,XM_012713498.2
STRG.1445.2,overlapping,XM_012713494.2
STRG.1445.2,overlapping,XM_012713499.2
STRG.1445.2,overlapping,XM_027332974.1
STRG.1445.2,overlapping,XM_027332870.1
STRG.1445.2,overlapping,XM_012713497.2
STRG.1445.2,overlapping,XM_012713495.2
STRG.1446.1,overlapping,XR_001143485.2
STRG.1447.1,intronic,XR_003472045.1
STRG.1448.1,antisense,XM_004492185.3
STRG.1449.1,intronic,XM_004492156.2
STRG.1449.1,intronic,XM_004492186.3
STRG.145.1,overlapping,XM_012714516.2
STRG.1450.1,overlapping,XR_001143486.2
STRG.1451.1,overlapping,XR_003471763.1
STRG.1452.1,overlapping,XM_004492162.3
STRG.1454.1,antisense,XM_004492170.3
STRG.1455.1,overlapping,XR_003471905.1
STRG.1455.1,antisense,XM_004492171.3
STRG.1457.1,antisense,XM_004492175.3
STRG.1459.1,overlapping,XR_189501.3
STRG.1460.1,overlapping,XM_027332260.1
STRG.1460.1,overlapping,XM_027332872.1
STRG.1461.1,overlapping,XR_003471799.1
STRG.1461.1,overlapping,XR_001143488.2
STRG.1461.1,overlapping,XR_001143487.2
STRG.1461.2,overlapping,XR_001143488.2
STRG.1461.2,overlapping,XR_003471799.1
STRG.1461.2,overlapping,XR_001143487.2
STRG.1462.1,overlapping,XR_003471853.1
STRG.1463.1,intronic,XR_003471779.1
STRG.1463.1,overlapping,XR_003471780.1
STRG.1466.1,overlapping,XM_004492200.3
STRG.1467.1,overlapping,XM_004492202.3
STRG.1469.1,overlapping,XM_027332346.1
STRG.1469.1,overlapping,XM_027332345.1
STRG.147.1,intronic,XM_012714650.2
STRG.147.1,intronic,XM_004486414.3
STRG.147.1,intronic,XM_027331410.1
STRG.147.1,intronic,XM_027331409.1
STRG.147.1,intronic,XM_012714649.2
STRG.1470.1,overlapping,XM_004492210.3
STRG.1471.1,antisense,XM_004492217.3
STRG.1471.1,antisense,XM_004492216.3
STRG.1474.1,overlapping,XM_004492242.3
STRG.1475.1,overlapping,XM_004492243.3
STRG.1476.1,overlapping,XM_027332772.1
STRG.1477.1,antisense,XM_004492265.3
STRG.1477.1,antisense,XM_004492261.3
STRG.1478.1,overlapping,XM_004492269.3
STRG.1479.1,intronic,XM_012713528.1
STRG.148.1,intronic,XM_004486414.3
STRG.148.1,intronic,XM_012714651.2
STRG.148.1,intronic,XM_027331409.1
STRG.148.1,intronic,XM_012714649.2
STRG.148.1,intronic,XM_012714650.2
STRG.148.1,intronic,XM_027331410.1
STRG.1481.1,intronic,XM_027333093.1
STRG.1483.1,overlapping,XM_027332279.1
STRG.1483.1,overlapping,XM_012713539.2
STRG.1483.1,overlapping,XM_004492284.3
STRG.1484.1,overlapping,XR_001143491.2
STRG.1485.1,overlapping,NM_001364773.1
STRG.1486.1,antisense,XM_012713541.2
STRG.1486.1,antisense,XM_004492293.3
STRG.1487.1,overlapping,XR_003472063.1
STRG.1488.1,antisense,XM_004492295.2
STRG.1488.1,antisense,XM_004492294.3
STRG.1489.1,intronic,XM_004492304.3
STRG.149.1,intronic,XM_012714651.2
STRG.149.1,intronic,XM_004486414.3
STRG.149.1,intronic,XM_027331410.1
STRG.149.1,intronic,XM_027331409.1
STRG.149.1,intronic,XM_012714649.2
STRG.149.1,intronic,XM_012714650.2
STRG.1490.1,intronic,XM_004492304.3
STRG.1491.1,overlapping,XR_003471883.1
STRG.1492.1,overlapping,XM_004492315.3
STRG.1493.1,antisense,XM_004492317.3
STRG.1493.1,overlapping,XR_003471819.1
STRG.1493.2,antisense,XM_004492317.3
STRG.1493.2,overlapping,XR_003471819.1
STRG.1494.1,overlapping,XR_003471855.1
STRG.1494.2,intronic,XR_003471855.1
STRG.1496.1,overlapping,XR_001143495.2
STRG.1496.1,antisense,XR_001143494.2
STRG.1497.1,overlapping,XR_003471745.1
STRG.1498.1,intronic,XR_003471839.1
STRG.1499.1,overlapping,XR_003471886.1
STRG.15.1,antisense,XM_004485407.3
STRG.150.1,overlapping,XM_004486418.3
STRG.1500.1,overlapping,XR_003471769.1
STRG.1500.1,antisense,XR_001143493.2
STRG.1501.1,antisense,XR_003471769.1
STRG.1501.1,intronic,XR_001143493.2
STRG.1503.1,antisense,XM_004492335.3
STRG.1504.1,overlapping,XR_003471842.1
STRG.1504.1,intronic,XR_003471843.1
STRG.1506.1,intronic,XM_027332233.1
STRG.1507.1,overlapping,XR_003472124.1
STRG.1507.1,overlapping,XR_003472125.1
STRG.1507.1,overlapping,XR_003472153.1
STRG.1507.1,overlapping,XR_003472152.1
STRG.1507.1,overlapping,XM_004492337.2
STRG.151.1,intronic,XM_012714221.2
STRG.1510.1,overlapping,XM_012713557.2
STRG.1510.1,overlapping,XM_027332304.1
STRG.1510.1,overlapping,XM_012713555.2
STRG.1510.1,overlapping,XM_004492349.3
STRG.1510.1,overlapping,XM_012713554.2
STRG.1510.1,overlapping,XM_012713556.2
STRG.1511.1,intronic,XM_027332815.1
STRG.1511.1,intronic,XR_003471988.1
STRG.1511.1,intronic,XM_027332814.1
STRG.1511.1,overlapping,XM_004492351.3
STRG.1511.1,intronic,XM_004492350.3
STRG.1511.1,intronic,XR_189510.3
STRG.1511.1,intronic,XM_027332816.1
STRG.1511.1,intronic,XM_004492352.3
STRG.1511.1,intronic,XR_003471989.1
STRG.1512.1,antisense,XR_003471991.1
STRG.1512.1,overlapping,XR_189510.3
STRG.1512.1,overlapping,XR_003471989.1
STRG.1512.1,overlapping,XR_003471988.1
STRG.1512.1,overlapping,XM_027332815.1
STRG.1512.1,antisense,XR_003471993.1
STRG.1512.1,overlapping,XM_027332814.1
STRG.1512.1,antisense,XR_003471994.1
STRG.1512.1,antisense,XR_003471996.1
STRG.1512.1,antisense,XR_003471990.1
STRG.1512.1,antisense,XR_003471992.1
STRG.1512.1,antisense,XR_003471995.1
STRG.1513.1,overlapping,XM_027332818.1
STRG.1513.1,overlapping,XM_027332817.1
STRG.1513.1,intronic,XR_003471990.1
STRG.1513.1,intronic,XR_003471993.1
STRG.1513.1,intronic,XR_003471994.1
STRG.1513.1,intronic,XR_003471992.1
STRG.1513.1,intronic,XR_003471995.1
STRG.1513.1,intronic,XR_003471991.1
STRG.1513.1,antisense,XM_027332815.1
STRG.1513.1,antisense,XR_003471989.1
STRG.1513.1,antisense,XR_189510.3
STRG.1513.1,overlapping,XM_004492354.3
STRG.1513.1,overlapping,XR_003471997.1
STRG.1513.1,intronic,XR_003471996.1
STRG.1514.1,overlapping,XM_027332755.1
STRG.1514.1,antisense,XM_004492355.3
STRG.1515.1,intronic,XM_004492356.3
STRG.1515.1,overlapping,XM_027332464.1
STRG.1516.1,intronic,XR_003471830.1
STRG.1516.1,overlapping,XR_003471829.1
STRG.1517.1,overlapping,XR_003471852.1
STRG.1518.1,intronic,XM_004492359.3
STRG.1519.1,intronic,XM_004492399.3
STRG.152.1,intronic,XR_003471981.1
STRG.1520.1,overlapping,XR_003471870.1
STRG.1522.1,antisense,XR_003471810.1
STRG.1522.1,antisense,XR_003471808.1
STRG.1522.1,antisense,XR_003471811.1
STRG.1522.1,antisense,XM_004492365.3
STRG.1522.1,antisense,XM_027332418.1
STRG.1522.1,antisense,XM_012713568.2
STRG.1522.1,antisense,XR_003471809.1
STRG.1523.1,antisense,XR_001143501.2
STRG.1525.1,overlapping,XR_003471950.1
STRG.1525.1,antisense,XR_001143501.2
STRG.1525.1,overlapping,XR_003471951.1
STRG.1526.1,overlapping,XR_003471950.1
STRG.1526.1,overlapping,XR_003471951.1
STRG.1527.1,antisense,XM_027333031.1
STRG.1527.1,antisense,XM_004492371.3
STRG.1527.1,antisense,XM_027332982.1
STRG.1527.1,antisense,XM_027333030.1
STRG.1528.1,overlapping,XM_004492377.3
STRG.1529.1,intronic,XM_004492379.3
STRG.1529.1,intronic,XM_004492378.3
STRG.153.1,overlapping,XR_003473685.1
STRG.153.1,overlapping,XR_003473684.1
STRG.1532.1,overlapping,XR_003471908.1
STRG.1535.1,overlapping,XM_004492402.3
STRG.1536.1,intronic,XM_012713615.2
STRG.1536.1,overlapping,XM_012713621.2
STRG.1536.1,overlapping,XM_027332966.1
STRG.1536.1,overlapping,XM_004492407.3
STRG.1536.1,overlapping,XM_027332967.1
STRG.1536.1,intronic,XM_012713614.2
STRG.1536.1,intronic,XM_027332963.1
STRG.1536.1,intronic,XM_012713612.2
STRG.1536.1,intronic,XM_012713617.2
STRG.1536.1,intronic,XM_027332965.1
STRG.1536.1,intronic,XM_012713618.2
STRG.1536.1,intronic,XM_027332964.1
STRG.1538.1,intronic,XM_012713608.2
STRG.1539.1,overlapping,XM_004492447.3
STRG.1539.1,overlapping,XM_027332431.1
STRG.154.1,intronic,XM_004486515.1
STRG.1540.1,overlapping,XR_001143506.2
STRG.1540.1,intronic,XR_003471737.1
STRG.1540.1,intronic,XR_003471738.1
STRG.1540.1,intronic,XR_003471739.1
STRG.1540.1,overlapping,XR_003471743.1
STRG.1540.1,overlapping,XR_003471742.1
STRG.1540.1,overlapping,XR_003471740.1
STRG.1540.1,overlapping,XR_003471744.1
STRG.1540.1,overlapping,XR_003471741.1
STRG.1541.1,antisense,XR_003471738.1
STRG.1541.1,antisense,XR_003471737.1
STRG.1541.1,antisense,XR_003471739.1
STRG.1542.1,intronic,XR_003471737.1
STRG.1542.1,overlapping,XR_003471739.1
STRG.1542.1,overlapping,XR_003471738.1
STRG.1543.1,overlapping,XM_004492453.3
STRG.1544.1,intronic,XM_004492464.3
STRG.1545.1,antisense,XM_012713624.2
STRG.1547.1,overlapping,XR_003472034.1
STRG.1547.1,overlapping,XR_003472033.1
STRG.1548.1,intronic,XR_001143509.2
STRG.1549.1,intronic,XR_003471856.1
STRG.1550.1,antisense,XR_003471856.1
STRG.1550.1,antisense,XR_001143510.2
STRG.1551.1,intronic,XR_001143510.2
STRG.1552.1,overlapping,XR_001143511.2
STRG.1554.1,antisense,XM_027332888.1
STRG.1555.1,overlapping,XR_003472058.1
STRG.1555.1,overlapping,XR_003472059.1
STRG.1556.1,overlapping,XR_003472035.1
STRG.1558.1,intronic,XR_003471899.1
STRG.1558.1,intronic,XR_003471898.1
STRG.1558.1,overlapping,XM_012713629.2
STRG.1558.1,overlapping,XM_012713630.2
STRG.1559.1,antisense,XR_003471898.1
STRG.1559.1,antisense,XR_003471899.1
STRG.1559.1,antisense,XM_012713629.2
STRG.1559.1,antisense,XM_012713630.2
STRG.156.1,antisense,XM_004486439.3
STRG.156.1,antisense,XM_004486440.3
STRG.1560.1,antisense,XM_004492473.3
STRG.1560.1,overlapping,XM_027332889.1
STRG.1562.1,antisense,XM_004492487.3
STRG.1562.1,overlapping,XR_003471896.1
STRG.1563.1,intronic,XR_003472018.1
STRG.1563.2,overlapping,XR_003472018.1
STRG.1564.1,intronic,XM_004492492.3
STRG.1565.1,intronic,XM_004492494.3
STRG.1566.1,overlapping,XM_004492496.3
STRG.1568.1,intronic,XM_027332349.1
STRG.1569.1,overlapping,XR_003471821.1
STRG.157.1,overlapping,XM_027333160.1
STRG.1570.1,antisense,XM_027333001.1
STRG.1570.1,antisense,XM_004492526.3
STRG.1570.1,antisense,XM_027333000.1
STRG.1570.1,antisense,XM_012713634.2
STRG.1571.1,intronic,XM_004492535.3
STRG.1571.1,intronic,XM_012713587.2
STRG.1574.1,antisense,XM_004492554.3
STRG.1575.1,intronic,XM_027332949.1
STRG.1575.1,intronic,XM_004492557.3
STRG.1576.1,overlapping,XM_004492559.3
STRG.1576.1,overlapping,XM_027332354.1
STRG.1577.1,antisense,XM_004492576.3
STRG.1578.1,overlapping,XR_003471841.1
STRG.1578.1,intronic,XM_004492576.3
STRG.158.1,intronic,XM_012714353.2
STRG.1580.1,overlapping,XM_004492579.3
STRG.1581.1,intronic,XM_027332892.1
STRG.1582.1,overlapping,XM_004492589.3
STRG.1583.1,antisense,XM_004492589.3
STRG.1584.1,antisense,XM_004492616.3
STRG.1585.1,intronic,XM_004492966.3
STRG.1585.1,antisense,XM_012713722.2
STRG.1586.1,intronic,XR_003471776.1
STRG.1587.1,overlapping,XR_003471857.1
STRG.1587.1,overlapping,XR_003471858.1
STRG.1588.1,overlapping,XM_027332514.1
STRG.1589.1,overlapping,XM_004492629.3
STRG.159.1,intronic,XM_004486450.3
STRG.1590.1,intronic,XM_004492636.3
STRG.1590.1,antisense,XM_012713713.2
STRG.1591.1,overlapping,XR_003472159.1
STRG.1591.1,overlapping,XM_004492646.3
STRG.1592.1,antisense,XM_004492652.3
STRG.1592.1,antisense,XM_012713705.2
STRG.1594.1,intronic,XR_003471846.1
STRG.1595.1,intronic,XR_003471752.1
STRG.1596.1,overlapping,XR_003471969.1
STRG.1596.1,antisense,XM_004492669.3
STRG.1597.1,intronic,XM_004492972.1
STRG.1598.1,overlapping,XM_004492707.3
STRG.1598.1,overlapping,XM_012713714.2
STRG.1598.2,overlapping,XM_004492707.3
STRG.1598.2,overlapping,XM_012713714.2
STRG.1599.1,antisense,XM_027332970.1
STRG.1599.1,antisense,XM_004492718.3
STRG.1599.1,antisense,XM_004492717.3
STRG.1599.1,antisense,XM_012713694.2
STRG.1599.1,intronic,XR_003472013.1
STRG.16.1,antisense,XM_004485417.2
STRG.16.1,antisense,XM_004485418.2
STRG.160.1,overlapping,XM_027331488.1
STRG.160.1,overlapping,XM_004486452.3
STRG.1600.1,overlapping,XM_004492734.3
STRG.1600.1,overlapping,XM_004492735.3
STRG.1600.1,overlapping,XM_012713658.2
STRG.1601.1,overlapping,XM_004492735.3
STRG.1601.1,overlapping,XM_012713658.2
STRG.1605.1,antisense,XM_004492742.3
STRG.1606.1,overlapping,XM_012713665.2
STRG.1607.1,overlapping,XM_012713650.2
STRG.1607.1,overlapping,XR_001143516.2
STRG.1607.1,overlapping,XR_189536.3
STRG.1607.1,overlapping,XM_027332315.1
STRG.1607.1,overlapping,XM_004492758.3
STRG.1608.1,overlapping,XM_012713718.2
STRG.1608.1,intronic,XM_004492762.3
STRG.1609.1,antisense,XM_012713726.1
STRG.1609.1,antisense,XM_004492767.2
STRG.1609.1,antisense,XR_003472003.1
STRG.161.1,intronic,XM_027336328.1
STRG.1610.1,overlapping,XM_004492769.3
STRG.1611.1,antisense,XM_004492978.3
STRG.1611.1,intronic,NM_001309706.1
STRG.1612.1,overlapping,XM_004492774.3
STRG.1613.1,antisense,XM_004492783.3
STRG.1614.1,intronic,XM_004492807.3
STRG.1615.1,intronic,XM_004492981.3
STRG.1616.1,overlapping,XM_004492809.3
STRG.1616.1,overlapping,XM_027332773.1
STRG.1617.1,intronic,XM_004492819.3
STRG.1617.1,antisense,XM_004492817.3
STRG.1617.1,antisense,XM_027333109.1
STRG.1617.1,overlapping,XR_003472061.1
STRG.1618.1,antisense,XM_004492817.3
STRG.1618.1,overlapping,XR_003472062.1
STRG.1618.1,antisense,XM_027333109.1
STRG.1618.2,overlapping,XR_003472062.1
STRG.1618.2,antisense,XM_027333109.1
STRG.1618.2,antisense,XM_004492817.3
STRG.1619.1,overlapping,XM_004492830.2
STRG.162.1,intronic,XR_003471334.1
STRG.1620.1,overlapping,XM_004492832.3
STRG.1621.1,overlapping,XM_004492849.3
STRG.1621.1,overlapping,XM_012713715.1
STRG.1622.1,antisense,XM_012713715.1
STRG.1622.1,antisense,XM_004492849.3
STRG.1623.1,intronic,XM_027332586.1
STRG.1623.1,overlapping,XM_004492860.3
STRG.1623.1,overlapping,XM_027332585.1
STRG.1623.1,antisense,XM_004492864.3
STRG.1624.1,intronic,XR_003471894.1
STRG.1624.1,intronic,XR_003471893.1
STRG.1624.1,intronic,XR_003471892.1
STRG.1624.2,intronic,XR_003471894.1
STRG.1624.2,intronic,XR_003471893.1
STRG.1624.2,intronic,XR_003471892.1
STRG.1625.1,overlapping,XM_012713676.2
STRG.1625.1,overlapping,XM_012713677.2
STRG.1626.1,antisense,XM_004492862.3
STRG.1626.1,antisense,XM_004492865.3
STRG.1626.1,antisense,XM_004492872.3
STRG.1626.1,antisense,XM_027332631.1
STRG.1627.1,antisense,XM_004492871.3
STRG.1628.1,antisense,XM_004492878.3
STRG.1629.1,overlapping,XR_001143518.2
STRG.163.1,overlapping,XM_004486460.3
STRG.163.1,overlapping,XM_004486459.3
STRG.1630.1,overlapping,XM_004492890.2
STRG.1631.1,intronic,XM_004492996.1
STRG.1631.1,overlapping,XM_004492905.3
STRG.1632.1,overlapping,XM_027332786.1
STRG.1633.1,overlapping,XM_004492916.3
STRG.1634.1,overlapping,XM_004492918.3
STRG.1636.1,intronic,XM_004492998.3
STRG.1637.1,overlapping,XR_001143517.2
STRG.1638.1,overlapping,XM_004492928.3
STRG.1638.1,overlapping,XM_012713659.2
STRG.1639.1,overlapping,XR_001143520.2
STRG.1639.1,overlapping,XR_001143521.2
STRG.1639.1,overlapping,XR_003471985.1
STRG.1639.1,overlapping,XR_003472095.1
STRG.164.1,antisense,XM_004486459.3
STRG.164.1,antisense,XM_004486460.3
STRG.1641.1,antisense,XM_004492951.2
STRG.1641.1,antisense,XM_027332797.1
STRG.1641.1,antisense,XM_027332796.1
STRG.1642.1,intronic,XM_012713731.2
STRG.1643.1,antisense,XM_004493010.3
STRG.1643.1,antisense,XM_004493009.3
STRG.1645.1,overlapping,XM_012713735.2
STRG.1646.1,overlapping,XR_189543.3
STRG.1646.1,overlapping,XR_001143534.2
STRG.1646.2,overlapping,XR_189543.3
STRG.1646.2,overlapping,XR_001143534.2
STRG.1647.1,overlapping,XM_004493027.3
STRG.1648.1,overlapping,XR_189544.3
STRG.1649.1,intronic,XR_003471736.1
STRG.165.1,overlapping,XR_189283.3
STRG.1650.1,intronic,XM_004493278.3
STRG.1650.2,intronic,XM_004493278.3
STRG.1651.1,antisense,XM_027332508.1
STRG.1651.1,antisense,XM_004493278.3
STRG.1651.1,antisense,XM_027332509.1
STRG.1651.2,antisense,XM_004493042.3
STRG.1651.2,antisense,XM_027332509.1
STRG.1652.1,overlapping,XM_027332508.1
STRG.1652.1,overlapping,XM_027332509.1
STRG.1653.1,intronic,XR_001143535.2
STRG.1654.1,intronic,XR_003471832.1
STRG.1656.1,overlapping,XM_004493060.3
STRG.1656.1,intronic,XR_003471956.1
STRG.1657.1,overlapping,XM_027332992.1
STRG.1657.1,overlapping,XM_027332990.1
STRG.1657.1,overlapping,XM_027332991.1
STRG.1658.1,overlapping,XM_027332603.1
STRG.1658.1,overlapping,XM_012713763.2
STRG.1658.1,overlapping,XM_004493068.3
STRG.1658.1,overlapping,XM_004493069.3
STRG.1658.1,overlapping,XM_027332605.1
STRG.1658.1,intronic,XM_027332606.1
STRG.1658.1,intronic,XM_027332607.1
STRG.1658.1,overlapping,XM_027332604.1
STRG.1659.1,overlapping,XM_004493076.3
STRG.166.1,overlapping,XM_004486470.3
STRG.166.1,overlapping,XM_004486471.3
STRG.1660.1,antisense,XM_004493080.3
STRG.1661.1,antisense,XM_004493082.3
STRG.1661.1,overlapping,XR_189546.3
STRG.1662.1,antisense,XR_003472161.1
STRG.1662.1,antisense,XM_004493092.3
STRG.1663.1,antisense,XM_004493092.3
STRG.1664.1,intronic,XM_004493099.3
STRG.1665.1,overlapping,XM_012713742.2
STRG.1666.1,antisense,XM_004493110.3
STRG.1666.1,intronic,XR_003472014.1
STRG.1667.1,intronic,XR_003471979.1
STRG.1668.1,antisense,XM_004493116.3
STRG.167.1,overlapping,XM_004486476.3
STRG.167.1,overlapping,XM_027331495.1
STRG.167.1,overlapping,XM_004486477.3
STRG.167.1,overlapping,XM_027331494.1
STRG.1671.1,antisense,XR_003472027.1
STRG.1672.1,intronic,XR_003472027.1
STRG.1674.1,intronic,XR_003471907.1
STRG.1674.1,intronic,XR_003471906.1
STRG.1674.1,intronic,XM_027332626.1
STRG.1674.1,intronic,XM_004493159.3
STRG.1675.1,intronic,XM_004493164.3
STRG.1676.1,overlapping,XM_004493169.2
STRG.1677.1,overlapping,XM_012713780.2
STRG.1677.1,overlapping,XM_012713781.2
STRG.1678.1,intronic,XM_012713759.2
STRG.1678.1,intronic,XM_012713758.2
STRG.168.1,overlapping,XM_027332884.1
STRG.168.1,overlapping,XM_027332882.1
STRG.168.1,overlapping,XR_003471999.1
STRG.1680.1,intronic,XR_003471781.1
STRG.1681.1,overlapping,XM_004493183.3
STRG.1682.1,intronic,XR_001143536.2
STRG.1682.1,intronic,XR_003471761.1
STRG.1683.1,antisense,XM_012713792.2
STRG.1683.1,antisense,XM_004493197.3
STRG.1683.1,antisense,XM_004493198.3
STRG.1684.1,antisense,XM_012713771.2
STRG.1686.1,intronic,XM_027332907.1
STRG.1687.1,overlapping,XR_001143527.2
STRG.1687.1,overlapping,XR_001143528.2
STRG.1687.1,overlapping,XR_003471773.1
